날짜-시간,이벤트유형,장비/상세,원본메시지
2025-08-10-07-36,ERROR,4ABLD121 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD121호기 Error 발생으로 4F/7F AI Port Close 했습니다.
2025-08-10-07-52,ERROR,-> OPEN,Error 조치 완료되어 4F/7F AI Port Open 했습니다.
2025-08-10-17-24,ERROR,4ABLD121 Error 발생으로,"안녕하세요 . 4ABLD121 호기 Error 발생으로 4F, 7F AI POER CLOE 했습니다."
2025-08-10-17-52,ERROR,-> OPEN,"Error 조치 완료되어 4F, 7F AI PORT OPEN 했습니다"
2025-08-11-00-47,ERROR,4ABLD131 Error 발생되어 -> CLOSE,4ABLD131호기 Error 발생되어 AI 모두 Close했습니다.
2025-08-11-00-52,OPEN,,조치되어 AI 모두 Open했습니다.
2025-08-11-06-29,ERROR,4ABLD132 Error 발생으로 -> CLOSE,"4ABLD132호기 Error 발생으로 4,7F AI Close 했습니다."
2025-08-11-06-42,ERROR,-> OPEN,"Error 조치되어 4,7F AI Open 했습니다."
2025-08-11-07-10,ERROR,4ABLD132 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD132호기 Error 발생으로 4F/7F AI Close 하겠습니다.
2025-08-11-07-21,ERROR,-> OPEN,Error 조치되어 4F/7F AI Open 했습니다.
2025-08-11-13-28,CLOSE,4ABLD121,4ABLD121호기 RM Conv Motor 작업 관련 4F/7F AI Port Close 하겠습니다.
2025-08-11-15-35,OPEN,4ABLD121,"4ABLD121호기 작업 종료되어  4F, 7F AI OPEN 했습니다"
2025-08-11-17-12,ERROR,4ABLD112 -> CLOSE,"안녕하세요 4ABLD112 호기 ERROR 발생으로 4F,7F AI CLOSE 하겠습니다."
2025-08-11-17-28,ERROR,4ABLD112 -> OPEN,"4ABLD112 ERROR  조치 완료되어 4F,7F AI OPEN 하겠습니다."
2025-08-12-03-02,ERROR,4ABLD122 Error 발생으로 -> CLOSE,"4ABLD122호기 Error 발생으로 4F,7F AI CLOSE 했습니다."
2025-08-12-03-10,ERROR,4ABLD122 -> OPEN,"4ABLD122 ERROR  조치 완료되어 4F,7F AI OPEN 하겠습니다."
2025-08-12-10-26,ERROR,4AFC3201 Error 발생으로,4AFC3201(남측 Conveyor) M16->M14 방향 Error 발생으로 A_IN80~90  Disable 하였습니다.
2025-08-12-10-29,ERROR,4AFC3201 Error 발생으로,"4AFC3201(남측 Conveyor) M16->M14 방향 Error 발생으로 A_IN80~90  Disable 하였습니다. (윤영찬,이천AMHS운영/TL,2025-08-12 10:26:23) ┖ 조치하여 open 했습니다."
2025-08-12-12-54,OPEN,,M14B -> M16 4F AO Conv Full 관련 7F AI Port Open <-> Close 진행하여 Foup 분산 반송 진행 완료했습니다.
2025-08-13-09-03,ERROR,4ABLD132 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD132호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-08-13-10-03,ERROR,4ABLD132,"4ABLD132호기 Error 조치 완료되어 1분 내로 Auto Up 하겠습니다.,"
2025-08-13-10-04,OPEN,4ABLD132,4ABLD132호기 4F/7F AI Port Open 하였습니다.
2025-08-13-10-15,OPEN,,M14B -> M16 4F AO Conv Full 관련 7F AI Port Open <-> Close 반송 분산 대응 진행하겠습니다.
2025-08-13-14-02,CLOSE,,M16A ZT 3F AI PORT 잠시  CLOSE 하겠습니다.
2025-08-13-14-05,OPEN,,3층 ZT Input 유동적으로 Close / Open 진행합니다.
2025-08-13-22-35,ERROR,4ABLD112 Error 발생으로 -> CLOSE,"4ABLD112 Error 발생으로 4F, 7F AI CLOSE 했습니다"
2025-08-13-22-47,ERROR,4ABLD112 -> OPEN,"4ABLD112 ERROR 조치완료되어 4F,7F AI OPEN 하겠습니다."
2025-08-13-23-05,ERROR,4ABLD112 Error 발생으로 -> CLOSE,"4ABLD112 Error 발생으로 4F, 7F AI CLOSE 했습니다"
2025-08-13-23-32,ERROR,4ABLD112 -> OPEN,"4ABLD112 ERROR 조치완료되어 4F,7F AI OPEN 하겠습니다."
2025-08-14-06-03,ERROR,4ABLD112 Error 발생으로 -> CLOSE,"4ABLD112 Error 발생으로 4F, 7F AI CLOSE 했습니다"
2025-08-14-06-27,ERROR,4ABLD112 -> OPEN,"4ABLD112 ERROR 조치완료되어 4F,7F AI OPEN 하겠습니다."
2025-08-14-09-59,ERROR,4ABLD112 Error 발생으로 -> CLOSE,"4ABLD112 Error 발생으로 4,7F AI Close 하겠습니다"
2025-08-14-11-21,ERROR,4ABLD112 -> OPEN,"4ABLD112 Error 조치되어 4,7F AI Open 하겠습니다."
2025-08-14-16-12,OPEN,6ABL6031,"6ABL6031, 6ABL6032 3층 Input Port 막고 VHL 정체 풀리면 Open하겠습니다."
2025-08-14-16-17,OPEN,,{{@최해용::1745}} 3시45분에 완료 OPEN 된 상태입니다.
2025-08-14-16-19,OPEN,6ABL6031,"6ABL6031, 6ABL6032 3층 Input Port 막고 VHL 정체 풀리면 Open하겠습니다. (박형기,이천AMHS운영/TL,2025-08-14 16:12:48) ┖ VHL정체는 해소 되어 Port Open했습니다."
2025-08-14-16-20,OPEN,,3F PORT 모두 OPEN 해 주시고요
2025-08-14-16-36,OPEN,,3F ZT PORT Close & OPEN 해 주세요
2025-08-14-16-41,OPEN,,"M16 ZT 1,2호기 3층 Input Port 막고 정체 풀리면 Open하겠습니다."
2025-08-14-16-46,OPEN,,"M16 ZT 1,2호기 3층 Input Port 막고 정체 풀리면 Open하겠습니다. (박형기,이천AMHS운영/TL,2025-08-14 16:41:48) ┖ Port Open 했습니다"
2025-08-14-18-45,ERROR,4ABLD112 -> CLOSE,"안녕하세요 4ABLD112호기 ERROR 발생하여 4F,7F AI CLOSE 했습니다."
2025-08-14-19-11,ERROR,4ABLD112 -> OPEN,"4ABLD112 호기 ERROR 조치 완료되어 4F,7F AI OPEN 했습니다."
2025-08-14-21-16,ERROR,6ABL6011 -> CLOSE,6ABL6011 Error로 Input Close 하겠습니다
2025-08-14-21-45,ERROR,6ABL6011 -> OPEN,6ABL6011 Error Clear로 Input Open 하였습니다.
2025-08-15-04-14,OPEN,,"※ AI222, AO213는 록타이트 경화 후 명일 Open 예정."
2025-08-15-05-02,CLOSE,,M14B ZT 7F AI Close 했습니다.
2025-08-15-05-20,OPEN,,"M14A CONV, M14B 7F ZT AI Port Open 부탁드리며, CAPA 50% 유지 부탁드립니다."
2025-08-15-05-22,OPEN,,M14A->M16 방향 Conv Port 50% OPEN했습니다
2025-08-15-05-22,OPEN,,M14B Capa 50%로 7F AI Open 했습니다.
2025-08-16-01-48,ERROR,4ABLD112 -> CLOSE,"4ABLD112호기 ERROR 발생하여 4F,7F AI CLOSE 했습니다."
2025-08-16-02-11,OPEN,4ABLD112,4ABLD112호기 AI Open 했습니다.
2025-08-16-23-17,ERROR,4ABLD132 -> CLOSE,4ABLD132 호기 ERROR 발생으로 AI PORT CLOSE 했습니다.
2025-08-16-23-33,ERROR,4ABLD132 -> OPEN,4ABLD132 호기 ERROR 조치 완료되어 AI PORT OPEN 했습니다.
2025-08-16-23-34,ERROR,4ABLD122 -> CLOSE,4ABLD122 호기 ERROR 발생으로 AI PORT CLOSE 했습니다.
2025-08-16-23-41,OPEN,4ABLD122,4ABLD122 호가 조치 완료되어 AI PORT OPEN 했습니다.
2025-08-16-23-54,ERROR,4ABLD132 -> CLOSE,4ABLD132 호기 ERROR 재발하여 AI PORT CLOSE 했습니다
2025-08-17-00-12,OPEN,4ABLD132,4ABLD132 호기 조치 완료되어 AI PORT OPEN 했습니다.
2025-08-17-06-53,ERROR,4ABLD132 Error 발생하여 -> CLOSE,"4ABLD132호기 Error 발생하여 4,7F AI Close 했습니다."
2025-08-17-07-34,OPEN,4ABLD132,"4ABLD132호기 RM 하단만 4,7F AI Open 했습니다."
2025-08-17-12-02,ERROR,4ABLD132 Error 발생하여 -> CLOSE,4ABLD132호기 Error 발생하여 4F AI Close 했습니다.
2025-08-17-12-25,OPEN,4ABLD132,4ABLD132호기 RM 하단만 4F AI Open 했습니다.
2025-08-17-17-49,ERROR,,Bridge OHT error 발생으로 처리중입니다.
2025-08-17-17-57,CLOSE,4ABLD112,"M14B -> M16 층간 Lifter 7F AI & 4F AO Conv Full Delay Port 5구간 AI Port Close 하도록 하겠습니다. -. 4ABLD112 AI75, AI77 -. 4ABLD121 AI75, AI77 -. 4ABLD122 AI77"
2025-08-17-18-01,ERROR,,"Bridge OHT error 발생으로 처리중입니다.  (백남선,이천AMHS운영/TL,2025-08-17 17:49:49) ┖ Error는 처리되었고 정체 해소중입니다."
2025-08-17-18-02,OPEN,,M14B -> M16 층간 Lifter 7F AI 순차적으로 Open 하도록 하겠습니다.
2025-08-17-18-08,OPEN,,M14B -> M16 층간 Lifter Que 전호기 균등 분배 완료하여 7F 전체 AI Port Open 하겠습니다.
2025-08-18-01-52,ERROR,4ABLD122 Error 발생하여 -> CLOSE,"4ABLD122호기 Error 발생하여 4,7F AI Close 했습니다."
2025-08-18-01-55,OPEN,4ABLD122,4ABLD122호기 AI Open 했습니다.
2025-08-18-03-39,ERROR,4ABLD111 Error 발생하여 -> CLOSE,"4ABLD111호기 Error 발생하여 4,7F AI Close 했습니다."
2025-08-18-03-55,ERROR,4ABLD111,4ABLD111호기 Error 처리 관련 Hub Room HT - STOP 진행하겠습니다. HT - STOP 약 2~3회 진행 1회당 1분정도 진행하겠습니다.
2025-08-18-04-03,ERROR,,Error 처리 완료 되어 추후 HT - STOP은 진행하지 않겠습니다.
2025-08-18-04-05,OPEN,4ABLD111,4ABLD111호기 AI Open 했습니다.
2025-08-18-08-43,ERROR,4ABLD132 Error 발생으로 -> CLOSE,"4ABLD132 Error 발생으로 4,7F AI Close 했습니다."
2025-08-18-10-06,OPEN,4ABLD132,4ABLD132 호기 조치 완료되어 AI PORT OPEN 했습니다.
2025-08-18-10-31,CLOSE,4ABLD122,"4ABLD122호기 Soft Patch 작업으로 인하여 4F,7F AI Close 하였습니다. [4ABLD122 작업내용] ① [ beckhoff PC S/W 패치 ]  - 파일 close 기능 추가 ② [ Beckhoff PLC에서 Wait Ok Time Out  (FOUP  In Out confirm timeout) ] ③ wire shark 설치 소요시간 : 10:30~11:30"
2025-08-18-11-45,OPEN,4ABLD122,"4ABLD122호기 Soft Patch 작업 완료 하여 4F,7F AI Open 하였습니다."
2025-08-18-18-50,OPEN,,넵 전체 OPEN하였습니다.
2025-08-18-22-53,OPEN,,"M16 Hub 정체로 St.2341-ST.2942 Rail Cut 대응합니다. (박성연,이천AMHS운영/TL,2025-08-18 21:56:12) ┖ Rail Open 했습니다."
2025-08-19-01-52,OPEN,6ABL6032,6ABL6032 E84 TImeout 지속 발생으로 AI Port 잠시 막았다가 Open하겠습니다.
2025-08-19-01-55,OPEN,,Open 했습니다
2025-08-19-04-26,OPEN,6ABL6032,6ABL6032 E84 TImeout 지속 발생으로 AI Port 잠시 막았다가 Open하겠습니다.
2025-08-19-04-29,OPEN,6ABL6032,"6ABL6032 E84 TImeout 지속 발생으로 AI Port 잠시 막았다가 Open하겠습니다. (민예준,이천AMHS운영/TL,2025-08-19 04:26:29) ┖ Open 했습니다."
2025-08-19-05-54,OPEN,,"M14 Hub 정체로 인해 St.2617 → 2618 Rail Cut 했습니다. (박형기,이천AMHS운영/TL,2025-08-19 05:37:27) ┖ Rail Open 했습니다"
2025-08-19-12-27,CLOSE,4ABLD131,4ABLD131호기 121호기 7F AI Close했습니다.
2025-08-19-12-40,CLOSE,,7F AI 모두 Close했습니다.
2025-08-19-12-49,OPEN,,M14B 7F AI 모두 Open했습니다.
2025-08-19-13-01,ERROR,4ABLH401 Error 발생하여,현재 HUB ROOM에 M14 lifter 4ABLH401 Error 발생하여 조치중에 있습니다. 참고 부탁드립니다.
2025-08-19-13-08,ERROR,Error 발생하여,"12시경 초기 Error 발생하여 조치는 완료 하였으나, A_IN Port에서 풉이 이동하지 않는 현상이 발견되었습니다. 현재 조치 완료 하여 정상가동 중입니다."
2025-08-19-13-15,OPEN,,{{@진호섭::9749}} 변경후 AI OPEN 하나요?
2025-08-19-13-16,ERROR,4ABLH401,{{@진호섭::9749}} 상기 4ABLH401 은 분석실 LIFT 인데 Error Point 가 하부로 OHT 와 연관 없는 작업입니다 참고 부탁드립니다.
2025-08-19-13-16,OPEN,,{{@육양주::8905}} M14B는 전부 OPEN 부탁 드립니다.
2025-08-19-13-16,OPEN,,OPEN 하세요
2025-08-19-13-17,OPEN,,3으로 변경된 상태로 모두 Open했습니다.
2025-08-19-19-21,ERROR,4ABLD121 Error발생하여 -> CLOSE,안녕하세요 4ABLD121 Error발생하여 AI Close하겠습니다
2025-08-19-19-40,ERROR,4ABLD121 -> OPEN,4ABLD121 Error조치 완료되어 AI Open했습니다
2025-08-20-00-00,ERROR,4ABLD131 -> CLOSE,"안녕하세요 4ABLD131 ERROR 발생하여 4F,7F AI CLOSE 하겠습니다."
2025-08-20-00-16,ERROR,4ABLD131 -> OPEN,"4ABLD131 ERROR 조치 완료되어 4F,7F AI OPEN 하겠습니다."
2025-08-20-06-30,OPEN,,"Bridge Hub M14 방향 OHT 정체 발생하여 ST.2617→ST.2618 Lane Cut 실시하겠습니다. (민예준,이천AMHS운영/TL,2025-08-20 06:13:21) ┖ Open 했습니다."
2025-08-20-06-32,ERROR,6ABL6011 -> CLOSE,M16A ZT 1-1호기(6ABL6011) Error로 AI Close 했습니다.
2025-08-20-06-46,OPEN,,Clear로 Open 했습니다.
2025-08-20-12-39,ERROR,4ABLD122 -> CLOSE,"안녕하세요 4ABLD122호기 ERROR 발생하여 4F,7F AI CLOSE 하겠습니다."
2025-08-20-12-41,ERROR,4ABLD122 -> OPEN,"4ABLD122호기 ERROR 조치 완료되어 4F,7F AI OPEN 하겠습니다."
2025-08-20-20-10,ERROR,6ABL6011 -> CLOSE,M16A ZT 1-1호기(6ABL6011)ERROR로 AI CLOSE하겠습니다.
2025-08-20-20-33,ERROR,6ABL6011 -> OPEN,M16A ZT 1-1호기(6ABL6011)ERROR Clear되어 Open했습니다.
2025-08-21-10-51,CLOSE,,허브룸 정체 발생으로 M14B ZT 7F AI Close 대응하겠습니다
2025-08-21-10-59,OPEN,,7F AI Open 완료했습니다
2025-08-21-11-36,CLOSE,4ABLD131,4ABLD131호기 7F AI Close 했습니다
2025-08-21-11-42,OPEN,,7F AI Open 했습니다
2025-08-21-12-15,CLOSE,,SFA ZT 7F AI 전체 Close 하겠습니다
2025-08-21-12-39,OPEN,,SFA ZT 1Port 씩 Open 하겠습니다.
2025-08-21-12-41,OPEN,,SFA ZT 7F AI 전체 Open 했습니다.
2025-08-21-15-10,ERROR,4ABLD131 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD131호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-08-21-16-53,ERROR,4ABLD131 -> OPEN,4ABLD131호기 Error 조치 완료되어 4F7FI AI Port Open 하였습니다.
2025-08-21-16-21,ERROR,4ABLD132 Error 발생으로 -> CLOSE,4ABLD132호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-08-21-16-53,ERROR,4ABLD132 -> OPEN,4ABLD132호기 Error 조치 완료되어 4F7FI AI Port Open 하였습니다.
2025-08-22-04-23,ERROR,4ABLD112 Error 발생하여 -> CLOSE,4ABLD112호기 Error 발생하여 4F/7F AI Port Close 하겠습니다.
2025-08-22-04-24,ERROR,4ABLD112 -> OPEN,4ABLD112호기 Error 조치하여 4F/7F AI Port Open 했습니다.
2025-08-23-11-28,ERROR,Error 발생으로,M16 HUB OHT Error 발생으로 처리중입니다.
2025-08-23-11-34,ERROR,Error 발생으로,"M16 HUB OHT Error 발생으로 처리중입니다. (신우진,이천AMHS운영/TL,2025-08-23 11:28:48) ┖ Error Clear 되었습니다"
2025-08-24-16-35,ERROR,4ABLD122 Error 발생하여 -> CLOSE,4ABLD122호기 Error 발생하여 4F/7F AI Close 했습니다.
2025-08-24-16-37,ERROR,4ABLD122 -> OPEN,4ABLD122호기 Error 조치 되어 4F/7F AI Open 했습니다.
2025-08-25-14-35,ERROR,4ABLD112 Error 발생하여 -> CLOSE,4ABLD112호기 Error 발생하여 AI Close 했습니다.
2025-08-25-14-36,ERROR,4ABLD122 Error 발생하여 -> CLOSE,4ABLD122호기 Error 발생하여 AI Close 했습니다.
2025-08-25-14-58,ERROR,4ABLD122 -> OPEN,4ABLD122호기 Error 조치 후 AI Open 했습니다.
2025-08-25-15-36,OPEN,4ABLD112,"4ABLD112호기 RM 하단 Close 후 4,7F AI Open 했습니다."
2025-08-25-15-59,ERROR,4ABLD112 Error 발생하여 -> CLOSE,4ABLD112호기 Error 발생하여 AI Close 했습니다.
2025-08-25-17-52,ERROR,4ABLD112 -> OPEN,4ABLD112호기 Error 조치되어 AI Open 했습니다.
2025-08-27-11-31,OPEN,4ABLH04,MCS 4ABLH04 Port Open 진행합니다.
2025-08-27-11-41,ERROR,4ABLH401 Error 발생하여,4ABLH401 Error 발생하여 A_IN Port 다시 차단하였습니다.
2025-08-28-09-56,ERROR,4ABLD132 -> CLOSE,"4ABLD132 호기 ERROR 로 인해4F, 7F AI CLOSE 했습니다."
2025-08-28-12-35,ERROR,4ABLD132 -> OPEN,"4ABLD132 호기 Error 조치 완료되어 4F,7F AI OPEN 했습니다."
2025-08-28-13-17,ERROR,4ABLD132 -> CLOSE,"4ABLD132 호기 ERROR 발생으로 4F,7F AI CLOSE 하겠습니다."
2025-08-28-13-59,ERROR,4ABLD132,4ABLD132 호기 회전 stopper 모터측 문제로 Error 조치 중입니다
2025-08-28-15-47,ERROR,4ABLD132 -> OPEN,"4ABLD132 호기 Error 조치 완료되어 4F,7F AI OPEN 했습니다."
2025-08-28-23-22,ERROR,4ABLD112 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD112호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-08-28-23-31,ERROR,4ABLD112 -> OPEN,4ABLD112호기 Error 조치 완료되어 4F/7F AI Port Open 하겠습니다.
2025-08-30-17-05,ERROR,4ABLD122 Error 발생하여 -> CLOSE,4ABLD122호기 Error 발생하여 AI Close 했습니다.
2025-08-30-17-08,ERROR,4ABLD122 -> OPEN,"4ABLD122 호기 Error 조치 완료되어 4F,7F AI OPEN 했습니다."
2025-08-31-09-06,ERROR,4ABLD121 -> CLOSE,"4ABLD121 ERROR 발생하여 07:46 4F,7F AI CLOSE 했습니다. 4ABLD121 ERROR 조치완료되어 4F,7F AI OPEN 했습니다."
2025-09-01-06-03,ERROR,4AFC3301 Error 발생되어,4AFC3301 Error 발생되어 A_in80~89 차단했습니다.
2025-09-01-06-07,ERROR,4AFC3301 -> OPEN,4AFC3301 Error 조치되어 A_in80~89 오픈했습니다.
2025-09-01-06-37,ERROR,4ABLD122 Error 발생하여 -> CLOSE,"4ABLD122호기 Error 발생하여 4,7F AI Close 했습니다."
2025-09-01-06-45,ERROR,4ABLD122 -> OPEN,"4ABLD122호기 Error 조치되어 4,7F AI Open 했습니다."
2025-09-01-09-00,ERROR,4ABLD122 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD122호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-09-01-09-14,ERROR,4ABLD122 -> OPEN,4ABLD122호기 Error 조치 완료되어 4F/7F AI Port Open 하겠습니다.
2025-09-01-13-29,ERROR,,현재 OHT Error로 정체중입니다.
2025-09-01-13-36,ERROR,,"현재 OHT Error로 정체중입니다. (김현진,이천AMHS운영/TL,2025-09-01 13:29:53) ┖ 조치되어 정상 반송중입니다."
2025-09-01-15-06,OPEN,,{{@박경병::6346}} M163F ZT AI PORT CLOSE 및 OPEN 부탁 드립니다.
2025-09-02-01-22,ERROR,4ABLD121 Error 발생으로 -> CLOSE,"4ABLD121 Error 발생으로 4,7F AI Close 했습니다."
2025-09-02-01-57,ERROR,4ABLD121 -> OPEN,"4ABLD121 Error 조치되어 4,7F AI Open 했습니다."
2025-09-02-09-40,ERROR,6ABL0111 Error 발생으로 -> CLOSE,6ABL0111 Error 발생으로 AI CLOSE 진행했습니다.
2025-09-02-09-48,ERROR,6ABL0111 Error 발생한,6ABL0111 Error 처리되어 AI Open했습니다. - Error 발생한 Conv(AO623) 제외
2025-09-02-10-39,OPEN,4ABLH401,4ABLH401 ZT AIN OPEN하였습니다.
2025-09-02-13-35,CLOSE,4ABLD131,4ABLD131 ALARM 으로 인해 4층 7층 AI CLOSE 하겠습니다.
2025-09-02-16-07,ERROR,4ABLD131 -> OPEN,4ABLD131 Error조치 완료되어 AI Open 하겠습니다.
2025-09-02-16-11,ERROR,4ABLD131 Error 발생하여 -> CLOSE,4ABLD131 Error 발생하여 AI Close 하겠습니다.
2025-09-02-17-18,ERROR,4ABLD131 -> OPEN,4ABLD131 Error조치 완료되어 AI Open 하겠습니다.
2025-09-02-17-38,OPEN,,AO623 조치 완료되어 OPEN 했습니다.
2025-09-03-11-13,ERROR,4ABLD122 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD122호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-09-03-11-21,ERROR,4ABLD122 -> OPEN,4ABLD122호기 Error 조치완료되어 AI Port Open 하였습니다.
2025-09-04-09-50,OPEN,4ABLD111,"4ABLD111호기 AI43 작업을위해 HT STOP 30초~1분 단위로 진행하도록 하겠습니다. HUB Room Monitoring 부탁드리며, 특이사항 발생 시 Inform 부탁 드리겠습니다. 감사합니다. Tetra.1312 / Mobile.40847  (김필희,이천AMHS운영/TL,2025-09-04 09:12:59) ┖ open 했습니다."
2025-09-04-11-17,OPEN,,{{@백남선::10154}} 3F ZT AI Close &Open 하시죠
2025-09-04-11-59,ERROR,4ABLD132 Error 발생으로 -> CLOSE,4ABLD132호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-09-04-12-09,ERROR,4ABLD132 -> OPEN,"4ABLD132호기 Error 조치 후, 4F/7F 하단 Port 만 Open 하였습니다. -. RM 상단 구동 상태 불량으로 점검 예정."
2025-09-04-12-18,OPEN,,"Bridge OHT 정체로 2341-2942 Rail Cut 했습니다. (백남선,이천AMHS운영/TL,2025-09-04 11:17:41) ┖ Open 했습니다."
2025-09-04-12-32,ERROR,,안녕하세요 ERROR관련  HUB 반송 튀는건가요
2025-09-05-13-25,ERROR,,Bridge OHT Error로 정체중입니다.
2025-09-05-13-34,ERROR,,"Bridge OHT Error로 정체중입니다. (박성연,이천AMHS운영/TL,2025-09-05 13:25:47) ┖ 조치되었습니다."
2025-09-05-14-41,ERROR,,13:20 M16->Conveyor 목적지로 하는 Time 증가건은 OHT Error 시간대 영향으로 증가 이외 10분당 처리량 확인시 문제 없습니다.
2025-09-05-20-02,OPEN,,"M14 Conv. 쪽 OHT 몰려 분기구간 2617-2618 Rail Cut 대응합니다.  (백남선,이천AMHS운영/TL,2025-09-05 13:57:12) ┖ 해당 구간 Open 했습니다."
2025-09-06-01-59,OPEN,6ABL6032,M16 HUB VHL 정체로 인하여 6ABL6032_AI Port E84 Time Out 지속 발생으로 잠시 Close / Open 실시 하겠습니다.
2025-09-06-09-05,ERROR,,Bridge OHT Error로 정체중입니다.
2025-09-06-09-05,ERROR,,"Bridge OHT Error로 정체중입니다. (박성연,이천AMHS운영/TL,2025-09-06 09:05:00) ┖ 조치되었습니다."
2025-09-06-09-06,ERROR,6ABL6011 Error 발생으로 -> CLOSE,6ABL6011 Error 발생으로 AI CLOSE 진행했습니다.
2025-09-06-09-35,OPEN,,M14B -> M16 반송 4F Conv Full QUE Delay 관련 7F AI Port Open <-> Close 대응 진행 하겠습니다.
2025-09-06-09-42,OPEN,,M14B -> M16 4F Conv Full 전체 호기 QUE 분배 완료되어 7F AI 전체 Open Monitoring 하겠습니다.
2025-09-06-10-09,OPEN,,처리되어 Open 진행하였습니다.
2025-09-06-10-42,ERROR,Error 발생으로,OHT랑 같이 Error 발생으로 반송 Que Delay 중입니다.
2025-09-06-10-42,ERROR,,Error는 둘 다 조치되었습니다.
2025-09-06-11-15,OPEN,,"Bridge M16 ZT 방향 정체 발생으로 ST.2341-ST.2942, ST.2329-ST.2944 Rail Cut 실시 하겠습니다. (박성연,이천AMHS운영/TL,2025-09-06 09:25:10) ┖ Rail Open 했습니다."
